,name,nationality,team,positions,age,overall,potential,contract,contract_start,contract_end,contract_length,height,weight,foot,value,wage,attacking,skill,movement,power,mentality,defending,goalkeeping,total
11913,D. Kasumu,Nigeria,Milton Keynes Dons,CM,21,64,73,2016 ~ 2022,2016,2022,6,180,70,Right,1300000.0,2000.0,267,290,353,299,305,190,60,1764
11914,P. Türpitz,Germany,Türkgücü München,CAM LM,29,64,64,2021 ~ 2023,2021,2023,2,178,74,Right,575000.0,2000.0,290,305,374,342,291,94,52,1748
11915,A. Benedyczak,Poland,Parma,ST,20,64,78,2021 ~ 2025,2021,2025,4,191,78,Right,1400000.0,1000.0,267,240,334,331,252,81,59,1564
11916,R. König,Germany,FSV Zwickau,ST,38,64,64,2016 ~ 2022,2016,2022,6,190,93,Left,200000.0,700.0,299,242,199,328,280,83,57,1488
11917,J. Núñez,Peru,Carlos A. Mannucci,LW RW,24,64,65,2020 ~ 2022,2020,2022,2,167,68,Right,725000.0,500.0,259,295,347,290,273,150,42,1656
11918,T. Çamdal,Turkey,Adana Demirspor,RB LB,30,64,64,2020 ~ 2022,2020,2022,2,176,63,Right,500000.0,4000.0,248,306,369,286,305,180,72,1766
11919,Y. Chacón,Venezuela,Deportivo Táchira FC,RM RW LM,18,64,81,2020 ~ 2025,2020,2025,5,166,57,Right,1500000.0,500.0,257,298,361,270,239,83,45,1553
11920,Y. Bahassa,France,US Quevilly Rouen Métropole,RM LM,29,64,64,2020 ~ 2022,2020,2022,2,187,79,Right,575000.0,2000.0,266,322,288,261,232,61,66,1496
11921,Ahn Yong Woo,Korea Republic,Daegu FC,RM RW,29,64,64,2021 ~ 2022,2021,2022,1,177,69,Left,575000.0,2000.0,272,303,349,308,247,120,62,1661
11922,N. Niemann,Germany,TSV Egger Glas Hartberg,ST CAM,21,64,75,"Jun 30, 2022 On Loan",0,0,0,171,60,Right,1300000.0,5000.0,291,273,406,301,274,71,54,1670
11923,K. Morris,United Kingdom of Great Britain and Northern Ireland,Tranmere Rovers,CM RM LWB,27,64,64,2019 ~ 2022,2019,2022,3,178,71,Left,625000.0,3000.0,284,301,357,351,303,159,65,1820
11924,C. Brown,Australia,Brisbane Roar,LWB LB,27,64,64,2020 ~ 2022,2020,2022,2,174,69,Left,575000.0,1000.0,260,268,344,310,260,173,67,1682
11925,F. Grondoña,Colombia,Deportivo Pasto,LW LM,33,64,64,2022 ~ 2026,2022,2026,4,184,81,Left,375000.0,650.0,303,289,365,341,273,119,50,1740
11926,E. Takeda,Japan,Yokohama FC,LB LM CB,32,64,64,2018 ~ 2022,2018,2022,4,173,71,Left,400000.0,1000.0,250,279,329,306,293,188,41,1686
11927,B. Cejas,Argentina,Montevideo City Torque,CAM RM RW,23,64,71,2021 ~ 2022,2021,2022,1,175,70,Right,1200000.0,500.0,294,303,351,280,298,139,51,1716
11928,L. Stevenson,Scotland,Hibernian,LB,33,64,64,2005 ~ 2023,2005,2023,18,170,67,Left,300000.0,2000.0,259,275,349,290,288,185,47,1693
11929,J. Huyghebaert,Belgium,FC U Craiova 1948,LB CB RB,32,64,64,2020 ~ 2022,2020,2022,2,180,72,Left,400000.0,2000.0,240,271,329,298,284,186,60,1668
11930,J. Caicedo,Ecuador,CS Emelec,LW LM RM,26,64,64,2020 ~ 2023,2020,2023,3,183,80,Left,650000.0,500.0,267,278,332,255,245,63,55,1495
11931,J. Waterman,Canada,Club de Foot Montréal,CB,25,64,67,2020 ~ 2022,2020,2022,2,188,75,Right,700000.0,2000.0,198,224,237,264,261,189,45,1418
11932,E. Rodríguez,Colombia,Inter Miami CF,LM RM,20,64,72,2022 ~ 2025,2022,2025,3,174,68,Right,1300000.0,2000.0,247,287,359,266,205,69,53,1486
11933,L. Hartjes,Netherlands,Feyenoord,CDM CM,18,64,80,2021 ~ 2023,2021,2023,2,170,63,Right,1400000.0,700.0,256,297,349,270,275,189,42,1678
11934,Gonçalo Borges,Portugal,FC Porto,RW,20,64,80,2020 ~ 2023,2020,2023,3,184,77,Right,1500000.0,3000.0,270,275,359,267,241,80,52,1544
11935,José Ángel,Spain,AD Alcorcón,CM CDM,29,64,64,2022 ~ 2022,2022,2022,0,182,80,Left,575000.0,3000.0,253,309,314,329,328,177,52,1762
11936,A. Bakayoko,Sierra Leone,Bolton Wanderers,ST RW,25,64,66,2021 ~ 2023,2021,2023,2,193,85,Left,750000.0,3000.0,297,234,319,330,288,126,57,1651
11937,J. Ortmark,Sweden,IFK Norrköping,CM,23,64,67,2022 ~ 2025,2022,2025,3,176,77,Right,800000.0,2000.0,276,318,337,312,292,175,62,1772
11938,L. Cullen,Wales,Lincoln City,ST,22,64,74,"Jun 30, 2022 On Loan",0,0,0,178,66,Left,1300000.0,6000.0,296,284,362,267,248,88,46,1591
11939,M. Boudjemaa,France,Atakaş Hatayspor,CDM CM,23,64,72,2021 ~ 2023,2021,2023,2,182,70,Right,1200000.0,3000.0,243,302,339,311,282,188,52,1717
11940,O. Kolskogen,Norway,SK Brann,CB,20,64,73,2020 ~ 2023,2020,2023,3,187,73,Right,1200000.0,950.0,222,226,327,282,227,188,42,1514
11941,R. Doohan,Scotland,Tranmere Rovers,GK,23,64,71,"Jun 30, 2022 On Loan",0,0,0,186,75,Right,1000000.0,7000.0,70,90,297,195,94,34,316,1096
11942,L. Spatz,Argentina,Cádiz CF,CB RB,19,64,78,2019 ~ 2022,2019,2022,3,184,75,Right,1300000.0,3000.0,238,233,270,298,219,194,44,1496
11943,Y. Saneto,Japan,Yokohama F. Marinos,CB,32,64,64,2020 ~ 2022,2020,2022,2,179,72,Right,375000.0,3000.0,218,212,317,261,220,188,51,1467
11944,Tomás Reymão,Portugal,Boavista FC,CM CDM,22,64,71,2019 ~ 2022,2019,2022,3,188,78,Right,1200000.0,3000.0,251,277,282,316,292,183,52,1653
11945,G. Paiva,Paraguay,Club Olimpia,ST,23,64,69,2018 ~ 2022,2018,2022,4,181,77,Right,900000.0,500.0,293,237,296,318,226,63,51,1484
11946,C. Main,United Kingdom of Great Britain and Northern Ireland,St. Mirren,ST,29,64,64,2021 ~ 2023,2021,2023,2,178,67,Right,575000.0,2000.0,284,252,318,381,262,84,62,1643
11947,L. Cardosa,Paraguay,Club River Plate Asunción,CB CDM CM,33,64,64,2022 ~ 2025,2022,2025,3,183,70,Right,275000.0,500.0,297,226,335,346,190,185,58,1637
11948,C. Nieldo,Colombia,Club Independiente Santa Fe,RB,29,64,64,2022 ~ 2026,2022,2026,4,175,72,Right,525000.0,900.0,272,294,346,320,281,182,53,1748
11949,Y. Aygün,Turkey,Fatih Karagümrük S.K.,GK,25,64,69,2021 ~ 2022,2021,2022,1,193,86,Right,675000.0,2000.0,64,73,216,212,84,34,316,999
11950,Y. Kamiya,Japan,Shimizu S-Pulse,LM CF,24,64,67,2022 ~ 2023,2022,2023,1,174,67,Right,800000.0,1000.0,274,327,356,261,267,190,52,1727
11951,I. Fülöp,Romania,Sepsi OSK Sf. Gheorghe,CAM,31,64,64,2022 ~ 2024,2022,2024,2,179,68,Left,475000.0,3000.0,301,324,332,338,305,147,35,1782
11952,A. Groiß,Germany,1. FC Saarbrücken,CDM,23,64,69,2021 ~ 2023,2021,2023,2,189,87,Right,800000.0,1000.0,213,232,283,342,269,192,53,1584
11953,L. Delap,United Kingdom of Great Britain and Northern Ireland,Manchester City,ST,18,64,84,2020 ~ 2026,2020,2026,6,186,72,Right,1600000.0,9000.0,287,257,342,319,253,55,48,1561
11954,Francisco Meixedo,Portugal,FC Porto,GK,20,64,79,2020 ~ 2023,2020,2023,3,184,73,Right,1200000.0,1000.0,56,82,200,193,75,31,311,948
11955,E. Miller,United States,Nashville SC,RB CB LB,28,64,64,2019 ~ 2022,2019,2022,3,183,79,Right,525000.0,2000.0,232,240,326,304,271,180,53,1606
11956,L. Salvesen,Norway,Strømsgodset IF,ST,25,64,67,2019 ~ 2023,2019,2023,4,186,82,Left,775000.0,1000.0,285,266,321,364,264,82,59,1641
11957,A. Al Asmari,Saudi Arabia,Al Ahli,CM CDM,24,64,69,2016 ~ 2023,2016,2023,7,185,74,Left,875000.0,7000.0,272,298,330,338,298,173,43,1752
11958,J. Shaffelburg,Canada,Toronto FC,LM LB,21,64,69,2019 ~ 2025,2019,2025,6,178,74,Left,900000.0,2000.0,283,273,355,272,276,155,47,1661
11959,R. Fili,Albania,FC Botoşani,LW,25,64,65,2020 ~ 2022,2020,2022,2,175,69,Right,700000.0,3000.0,277,294,359,313,296,127,60,1726
11960,H. Bilazer,Turkey,GZT Giresunspor,RB LB RM,26,64,67,2020 ~ 2022,2020,2022,2,170,72,Right,700000.0,3000.0,259,284,333,278,256,191,60,1661
11961,S. Balić,Montenegro,Zagłębie Lubin,LB CB,31,64,64,2017 ~ 2022,2017,2022,5,185,78,Left,425000.0,2000.0,259,224,313,287,296,189,55,1623
11962,G. Maldanada,Peru,Universidad Técnica de Cajamarca,CDM,33,64,64,2022 ~ 2026,2022,2026,4,177,78,Right,300000.0,500.0,295,296,295,337,286,181,49,1739
11963,V. Trummer,Austria,SK Sturm Graz,LB,21,64,71,2019 ~ 2023,2019,2023,4,189,83,Left,1100000.0,3000.0,248,253,312,311,254,187,55,1620
11964,Matheus Bueno,Brazil,Gil Vicente FC,CAM CM,22,64,70,2021 ~ 2024,2021,2024,3,178,72,Right,950000.0,2000.0,283,325,339,287,282,150,43,1709
11965,A. Villanava,Venezuela,Academia Puerto Cabello,ST,37,64,64,2022 ~ 2026,2022,2026,4,187,83,Right,200000.0,500.0,286,254,267,302,284,109,48,1550
11966,S. Kobayashi,Japan,Oita Trinita,CF RM ST,27,64,64,2018 ~ 2023,2018,2023,5,176,68,Right,625000.0,1000.0,270,282,343,340,271,126,52,1684
11967,K. Funaki,Japan,Cerezo Osaka,LB LM RM,23,64,71,2017 ~ 2023,2017,2023,6,177,65,Left,1100000.0,2000.0,227,240,327,257,271,184,56,1562
11968,S. George,United Kingdom of Great Britain and Northern Ireland,Colchester United,GK,23,64,70,2020 ~ 2022,2020,2022,2,191,79,Right,750000.0,2000.0,119,116,221,220,151,42,313,1182
11969,S. Piçinciol,Turkey,GZT Giresunspor,CB CDM,25,64,64,2020 ~ 2022,2020,2022,2,182,79,Right,575000.0,3000.0,218,204,293,262,229,196,54,1456
11970,M. Martins,Luxembourg,FK Austria Wien,RB RM,26,64,65,2021 ~ 2023,2021,2023,2,185,81,Right,625000.0,4000.0,246,238,314,273,268,179,44,1562
11971,J. Caprice,United Kingdom of Great Britain and Northern Ireland,Exeter City,LWB,28,64,64,2020 ~ 2024,2020,2024,4,179,73,Right,525000.0,3000.0,256,271,357,332,273,175,47,1711
11972,C. Pym,United Kingdom of Great Britain and Northern Ireland,Stevenage,GK,26,64,66,"Jun 30, 2022 On Loan",0,0,0,182,70,Right,550000.0,3000.0,88,125,262,195,83,50,317,1120
11973,M. Reineraso,Bolivia,Club Atlético Nacional Potosí,ST,29,64,64,2022 ~ 2026,2022,2026,4,185,78,Right,575000.0,500.0,288,274,347,318,279,117,49,1672
11974,A. Tsvetkov,Bulgaria,FC Academica Clinceni,CDM CB,30,64,64,2022 ~ 2022,2022,2022,0,181,75,Right,500000.0,2000.0,249,243,303,314,273,193,55,1630
11975,T. Datković,Croatia,FC Cartagena,CB LB,27,64,66,2022 ~ 2024,2022,2024,2,184,78,Left,625000.0,2000.0,195,176,280,252,222,191,55,1371
11976,K. Haraldseid,Norway,Molde FK,RB,27,64,64,2019 ~ 2022,2019,2022,3,180,74,Right,575000.0,2000.0,284,284,337,305,293,184,63,1750
11977,Adrián Diéguez,Spain,CF Fuenlabrada,CB CDM CM,25,64,69,2020 ~ 2024,2020,2024,4,187,78,Left,775000.0,2000.0,237,202,285,282,232,195,52,1485
11978,R. Uldriķis,Latvia,SC Cambuur,ST,23,64,72,2021 ~ 2023,2021,2023,2,198,92,Right,1300000.0,2000.0,305,250,210,353,270,81,54,1523
11979,S. Winnall,United Kingdom of Great Britain and Northern Ireland,Oxford United,ST,30,64,64,2020 ~ 2022,2020,2022,2,175,71,Right,575000.0,3000.0,289,268,356,333,256,50,52,1604
11980,A. Andersen,Denmark,Odense Boldklub,CB RB,30,64,64,2020 ~ 2022,2020,2022,2,189,84,Right,475000.0,3000.0,271,260,318,315,280,185,57,1686
11981,A. Sebrillo,Colombia,Deportivo Pasto,ST,29,64,64,2022 ~ 2026,2022,2026,4,178,77,Left,575000.0,700.0,297,277,353,374,268,129,58,1756
11982,A. Collins,United Kingdom of Great Britain and Northern Ireland,Exeter City,CM CDM,21,64,74,2017 ~ 2022,2017,2022,5,175,63,Right,1300000.0,2000.0,259,290,362,352,281,178,48,1770
11983,K. Özer,Turkey,Yeni Malatyaspor,ST RM,33,64,64,2022 ~ 2023,2022,2023,1,170,62,Right,375000.0,4000.0,306,320,362,312,252,112,61,1725
11984,Diego Moreno,Spain,CA Osasuna,RB,19,64,77,2020 ~ 2023,2020,2023,3,177,70,Right,1300000.0,3000.0,236,247,340,273,261,181,48,1586
11985,Sin Se Gye,Korea Republic,Suwon FC,CB RB,30,64,64,2022 ~ 2025,2022,2025,3,178,75,Right,475000.0,1000.0,294,292,393,346,311,186,52,1874
11986,K. Watanabe,Japan,Yokohama FC,ST,34,64,64,2021 ~ 2022,2021,2022,1,182,79,Right,275000.0,1000.0,328,302,261,362,244,77,49,1623
11987,J. O,Republic of Ireland,Mansfield Town,CB,32,64,64,2021 ~ 2022,2021,2022,1,188,82,Right,375000.0,5000.0,275,279,270,333,319,182,64,1722
11988,C. Coşkun,Turkey,FSV Zwickau,LB LM,23,64,70,2020 ~ 2023,2020,2023,3,173,71,Left,875000.0,650.0,260,299,375,291,278,177,41,1721
11989,P. Ibara,Congo,Bengaluru FC,ST,25,64,67,2021 ~ 2023,2021,2023,2,194,87,Right,775000.0,750.0,308,223,253,323,257,70,44,1478
11990,G. Altare,Italy,Cagliari,CB,22,64,73,2021 ~ 2025,2021,2025,4,190,84,Right,1200000.0,6000.0,213,208,283,275,228,208,49,1464
11991,T. Kløve,Denmark,Odense Boldklub,CM,30,64,64,2018 ~ 2024,2018,2024,6,177,76,Right,550000.0,3000.0,291,316,366,322,276,173,66,1810
11992,R. Nagai,Japan,Sanfrecce Hiroshima,ST,30,64,64,2020 ~ 2023,2020,2023,3,180,72,Right,575000.0,3000.0,311,291,365,341,235,66,58,1667
11993,João Silva,Portugal,Hebei FC,ST,31,64,64,2021 ~ 2026,2021,2026,5,190,83,Right,500000.0,4000.0,276,247,310,358,261,51,59,1562
11994,A. Simprende,Venezuela,Deportivo La Guaira FC,CDM,29,64,64,2022 ~ 2026,2022,2026,4,180,73,Right,500000.0,500.0,245,244,322,321,274,190,49,1645
11995,S. Kobayashi,Japan,Shonan Bellmare,RM LM,30,64,64,2019 ~ 2023,2019,2023,4,174,70,Right,575000.0,1000.0,285,315,328,343,264,163,46,1744
11996,R. Danzaki,Japan,Hokkaido Consadole Sapporo,RW,21,64,73,2019 ~ 2024,2019,2024,5,174,63,Right,1300000.0,1000.0,268,300,348,295,240,88,50,1589
11997,N. Michael,Cyprus,APOEL Nicosia FC,GK,27,64,67,2021 ~ 2022,2021,2022,1,190,82,Right,575000.0,500.0,63,71,166,183,92,34,319,928
11998,S. Cosgrove,United Kingdom of Great Britain and Northern Ireland,AFC Wimbledon,ST,24,64,68,"Jun 30, 2022 On Loan",0,0,0,192,82,Right,850000.0,5000.0,273,254,299,364,283,80,63,1616
11999,O. Haydary,Afghanistan,Lechia Gdańsk,RM,23,64,69,2020 ~ 2023,2020,2023,3,172,61,Right,875000.0,2000.0,277,272,384,248,234,103,46,1564
12000,H. Bernat,Denmark,Odense Boldklub,GK,20,64,74,2018 ~ 2024,2018,2024,6,192,88,Right,1100000.0,2000.0,76,104,207,195,119,37,317,1055
12001,T. Oberdorf,Germany,Fortuna Düsseldorf,CB,24,64,67,2021 ~ 2024,2021,2024,3,186,81,Right,725000.0,5000.0,262,249,303,300,264,190,51,1619
12002,Lee Jong Sung,Korea Republic,Seongnam FC,CDM CB,28,64,64,"Dec 31, 2022 On Loan",0,0,0,187,75,Right,525000.0,2000.0,260,286,265,343,303,179,63,1699
12003,J. Jones,Scotland,Wrexham AFC,CM CDM,25,64,66,2021 ~ 2024,2021,2024,3,175,68,Right,725000.0,500.0,257,296,358,320,281,160,57,1729
12004,M. Mihara,Japan,Kashiwa Reysol,CDM CM,32,64,64,2020 ~ 2023,2020,2023,3,175,67,Right,400000.0,3000.0,250,253,300,341,284,175,39,1642
12005,Luizão,Brazil,Radomiak Radom,CDM,23,64,68,2022 ~ 2025,2022,2025,3,184,75,Right,775000.0,1000.0,233,262,321,289,269,191,54,1619
12006,Y. Musavu,Gabon,Bengaluru FC,CB,29,64,64,2021 ~ 2023,2021,2023,2,187,87,Left,500000.0,700.0,226,217,223,315,214,184,56,1435
12007,E. Wichne,Norway,Sarpsborg 08 FF,RWB RB,24,64,70,2021 ~ 2023,2021,2023,2,174,69,Right,875000.0,1000.0,238,282,365,296,269,177,64,1691
12008,A. O,Republic of Ireland,Portsmouth,ST LM,27,64,64,2022 ~ 2022,2022,2022,0,183,72,Right,625000.0,4000.0,306,298,344,344,281,104,55,1732
12009,M. Al Harbi,Saudi Arabia,Al Raed,LB,33,64,64,2021 ~ 2025,2021,2025,4,175,75,Left,300000.0,4000.0,265,287,327,296,267,182,53,1677
12010,Zhao Yuhao,China PR,Hebei FC,CB CDM,28,64,66,2017 ~ 2026,2017,2026,9,181,81,Right,600000.0,3000.0,235,238,315,310,285,186,61,1630
12011,T. Davies,United Kingdom of Great Britain and Northern Ireland,Tranmere Rovers,CB,29,64,64,2021 ~ 2022,2021,2022,1,185,78,Right,500000.0,3000.0,197,189,295,288,235,189,59,1452
12012,M. Cholewiak,Poland,Górnik Zabrze,LM LB,31,64,64,2021 ~ 2023,2021,2023,2,183,78,Left,475000.0,2000.0,290,296,354,326,246,176,43,1731
12013,A. Lebeau,France,SV Waldhof Mannheim 07,CAM LM,21,64,75,2021 ~ 2025,2021,2025,4,175,69,Right,1300000.0,850.0,270,324,359,260,283,146,53,1695
12014,J. García,Venezuela,Aragua Fútbol Club,ST,30,64,64,2022 ~ 2022,2022,2022,0,171,74,Right,575000.0,500.0,304,307,317,321,254,89,52,1644
12015,I. Vidaurre,Bolivia,Club Atlético Palmaflor,LB CDM,34,64,64,2021 ~ 2022,2021,2022,1,176,72,Left,210000.0,500.0,235,237,288,266,246,197,60,1529
12016,D. Cornell,Wales,Peterborough United,GK,30,64,64,2021 ~ 2023,2021,2023,2,188,79,Right,400000.0,3000.0,83,91,225,199,112,38,316,1064
12017,G. Scalvini,Italy,Atalanta,CB,17,64,82,2021 ~ 2023,2021,2023,2,194,75,Right,1400000.0,500.0,201,162,266,258,244,203,45,1379
12018,Thiago,Brazil,Cracovia,LM,24,64,67,2020 ~ 2023,2020,2023,3,177,60,Right,800000.0,2000.0,246,275,364,291,280,138,57,1651
12019,M. Jeannin,Algeria,FC Sochaux-Montbéliard,GK,30,64,64,2020 ~ 2023,2020,2023,3,187,81,Right,400000.0,1000.0,81,70,248,214,84,47,320,1064
12020,S. Vicerio,Venezuela,Deportivo La Guaira FC,CAM RM,29,64,64,2022 ~ 2026,2022,2026,4,181,78,Right,575000.0,500.0,302,355,332,326,276,73,49,1713
12021,A. Collins,Wales,Bristol Rovers,ST,24,64,66,2021 ~ 2023,2021,2023,2,185,74,Right,775000.0,3000.0,293,295,366,340,270,95,67,1726
12022,R. Jendrusch,Germany,FC Ingolstadt 04,GK,25,64,69,2020 ~ 2022,2020,2022,2,191,85,Right,675000.0,3000.0,66,101,191,212,80,34,316,1000
12023,A. Ouattara,Burkina Faso,Valenciennes FC,ST RM,21,64,74,2021 ~ 2024,2021,2024,3,177,69,Right,1300000.0,1000.0,278,267,381,300,247,97,48,1618
12024,A. Ríos,Argentina,Club Atlético Aldosivi,ST CAM CM,31,64,64,2022 ~ 2023,2022,2023,1,178,78,Right,500000.0,3000.0,307,309,316,363,299,102,71,1767
12025,Zou Dehai,China PR,Beijing Guoan FC,GK,28,64,64,2019 ~ 2022,2019,2022,3,187,73,Right,425000.0,4000.0,97,85,237,219,101,51,314,1104
12026,M. Christensen,Denmark,Aalborg BK,CDM CM,23,64,69,2016 ~ 2022,2016,2022,6,190,74,Right,800000.0,3000.0,259,257,318,314,274,193,43,1658
12027,David Alba,Spain,CD Leganés,CB,22,64,77,2021 ~ 2022,2021,2022,1,188,77,Right,1400000.0,2000.0,193,167,221,229,201,199,44,1254
12028,T. Banega,Argentina,Patronato,CM,22,64,72,"Dec 31, 2022 On Loan",0,0,0,177,67,Right,1300000.0,4000.0,285,323,339,307,263,149,39,1705
12029,Rodrigo Angelotti,Brazil,Kashiwa Reysol,ST,23,64,70,2021 ~ 2023,2021,2023,2,185,79,Left,925000.0,3000.0,296,300,303,337,255,49,52,1592
12030,N. Previtali,Argentina,Independiente del Valle,CDM CM,25,64,68,2021 ~ 2022,2021,2022,1,184,81,Right,750000.0,500.0,229,258,305,294,281,182,38,1587
12031,N. Zeineddin,Argentina,Platense,ST,21,64,73,2020 ~ 2024,2020,2024,4,182,79,Right,1300000.0,3000.0,274,261,311,289,258,86,57,1536
12032,T. Nichols,United Kingdom of Great Britain and Northern Ireland,Crawley Town,ST,27,64,64,2020 ~ 2023,2020,2023,3,178,75,Right,625000.0,4000.0,291,271,371,337,249,73,51,1643
12033,E. Sánchez,Mexico,Mazatlán Futbol Club,CM CAM ST,27,64,65,2021 ~ 2022,2021,2022,1,182,79,Right,675000.0,3000.0,284,286,301,307,286,147,57,1668
12034,M. Festa,Italy,Crotone,GK,29,64,64,2015 ~ 2022,2015,2022,7,190,85,Right,400000.0,750.0,94,86,228,235,104,44,315,1106
12035,R. Kabayama,Japan,Yokohama F. Marinos,LW RW,18,64,75,2021 ~ 2024,2021,2024,3,171,68,Right,1200000.0,1000.0,264,311,368,288,218,81,48,1578
12036,Henrique Jocú,Guinea Bissau,Portimonense SC,CDM,19,64,74,2021 ~ 2024,2021,2024,3,177,71,Right,1200000.0,1000.0,241,268,322,286,263,196,56,1632
12037,M. Romero,Argentina,Club Atlético Banfield,CM RWB CDM,25,64,67,2022 ~ 2024,2022,2024,2,179,72,Right,775000.0,4000.0,280,278,349,312,291,173,70,1753
12038,A. May,United Kingdom of Great Britain and Northern Ireland,Cambridge United,CAM CDM CM,23,64,69,2020 ~ 2022,2020,2022,2,182,73,Right,875000.0,2000.0,274,287,350,354,292,176,55,1788
12039,F. Cardozo,Argentina,Platense,LB CB,26,64,67,2021 ~ 2022,2021,2022,1,182,81,Left,700000.0,3000.0,236,217,318,299,231,188,50,1539
12040,Óscar Pinchi,Spain,Unión Deportiva Las Palmas,ST RM LM,25,64,69,2021 ~ 2024,2021,2024,3,171,62,Right,875000.0,2000.0,303,303,367,301,257,117,48,1696
12041,N. Trujic,Serbia,FC Erzgebirge Aue,LM ST,29,64,64,2021 ~ 2022,2021,2022,1,182,76,Left,575000.0,3000.0,302,290,335,333,249,59,51,1619
12042,A. Legzdins,United Kingdom of Great Britain and Northern Ireland,Dundee FC,GK,34,64,64,2020 ~ 2023,2020,2023,3,190,90,Right,100000.0,1000.0,87,91,217,218,139,33,319,1104
12043,L. Pérez,Venezuela,Academia Puerto Cabello,ST RW,21,64,74,2019 ~ 2022,2019,2022,3,175,74,Right,1300000.0,500.0,276,259,331,310,213,58,45,1492
12044,B. Bjarnason,Iceland,Vålerenga Fotball,CB,21,64,75,2022 ~ 2025,2022,2025,3,194,86,Right,1200000.0,950.0,186,221,287,270,224,194,42,1424
12045,Y. Boé,France,US Quevilly Rouen Métropole,CDM CM CB,30,64,64,2021 ~ 2023,2021,2023,2,185,76,Right,500000.0,1000.0,259,264,294,322,291,192,45,1667
12046,M. Penney,United Kingdom of Great Britain and Northern Ireland,Ipswich Town,LWB LB,23,64,70,2021 ~ 2023,2021,2023,2,174,64,Left,875000.0,3000.0,299,315,365,300,278,177,67,1801
12047,Gonçalo Cardoso,Portugal,Real Betis Balompié,CB,20,64,73,"Jun 30, 2022 On Loan",0,0,0,189,83,Left,1200000.0,9000.0,196,192,258,275,229,193,52,1395
12048,J. Burić,Bosnia and Herzegovina,Zagłębie Lubin,GK,34,64,64,2022 ~ 2023,2022,2023,1,193,80,Right,100000.0,2000.0,76,88,187,195,120,44,312,1022
12049,F. Rieder,Switzerland,BSC Young Boys,CM,19,64,81,2020 ~ 2024,2020,2024,4,179,74,Left,1500000.0,2000.0,259,332,346,313,272,151,58,1731
12050,L. Engel,Denmark,Silkeborg IF,LM,22,64,69,"Jun 30, 2022 On Loan",0,0,0,178,72,Left,900000.0,3000.0,278,276,348,310,283,169,47,1711
12051,F. Pfanne,Germany,Borussia Dortmund II,CDM CB,26,64,65,2020 ~ 2024,2020,2024,4,187,82,Right,625000.0,1000.0,241,232,294,346,274,195,52,1634
12052,Y. Nakasaka,Japan,Vissel Kobe,LM CAM,23,64,68,2016 ~ 2023,2016,2023,7,171,68,Right,850000.0,2000.0,292,286,358,265,265,121,67,1654
12053,A. Wildig,United Kingdom of Great Britain and Northern Ireland,Morecambe,CM,29,64,64,2015 ~ 2022,2015,2022,7,175,73,Right,575000.0,2000.0,283,300,358,343,275,173,57,1789
12054,N. Trott,United Kingdom of Great Britain and Northern Ireland,AS Nancy Lorraine,GK,22,64,74,"Jun 30, 2022 On Loan",0,0,0,188,75,Left,1100000.0,8000.0,69,106,205,190,104,38,323,1035
12055,J. Célestine,France,Rodez Aveyron Football,CB,23,64,70,2021 ~ 2022,2021,2022,1,191,83,Left,850000.0,1000.0,202,190,237,256,187,194,54,1320
12056,D. Smarsch,Germany,FC St. Pauli,GK,22,64,73,2020 ~ 2023,2020,2023,3,195,97,Right,1100000.0,3000.0,57,65,173,193,89,33,327,937
12057,Y. Goke,Japan,Vissel Kobe,CM RM ST,22,64,74,2018 ~ 2023,2018,2023,5,183,74,Right,1300000.0,2000.0,293,305,325,325,272,136,56,1712
12058,D. Guidi,France,SC Bastia,CB,25,64,69,2020 ~ 2022,2020,2022,2,177,75,Right,775000.0,1000.0,235,212,323,311,259,192,37,1569
12059,F. Mora,Ecuador,Club Social y Deportivo Macará,LB LM,25,64,69,2020 ~ 2022,2020,2022,2,173,73,Left,800000.0,500.0,258,254,327,270,269,179,44,1601
12060,M. Clark,United Kingdom of Great Britain and Northern Ireland,Rochdale,LWB,25,64,66,2022 ~ 2022,2022,2022,0,180,73,Left,675000.0,2000.0,281,285,340,310,298,184,54,1752
12061,M. Kryeziu,Kosovo,FC Zürich,CB,24,64,66,2017 ~ 2025,2017,2025,8,196,96,Left,675000.0,3000.0,195,195,227,310,230,187,43,1387
12062,J. Colina,Venezuela,Deportivo Táchira FC,CDM,34,64,64,2021 ~ 2022,2021,2022,1,170,76,Right,200000.0,500.0,222,246,296,245,274,198,50,1531
12063,A. Gallo,Italy,Lecce,LB LM,21,64,72,2019 ~ 2024,2019,2024,5,183,73,Left,1300000.0,750.0,262,298,358,294,262,177,44,1695
12064,L. Thompson,United Kingdom of Great Britain and Northern Ireland,Derby County,CDM CM,19,64,78,2020 ~ 2022,2020,2022,2,173,68,Right,1300000.0,2000.0,259,304,339,272,278,182,55,1689
12065,Christian Gómez,Spain,Atlético de Madrid,GK,21,64,78,2019 ~ 2022,2019,2022,3,187,80,Right,1300000.0,5000.0,67,84,225,207,98,33,318,1032
12066,D. Butterworth,United Kingdom of Great Britain and Northern Ireland,Fleetwood Town,ST,21,64,71,"Jun 30, 2022 On Loan",0,0,0,178,65,Right,1200000.0,8000.0,259,255,380,307,269,106,46,1622
12067,M. Deville,Luxembourg,SV Sandhausen,RM LM,28,64,64,2022 ~ 2026,2022,2026,4,196,88,Right,600000.0,2000.0,308,262,290,345,270,102,59,1636
